N1;P1;P2;N3;P3;AP;N1_prev1;P1_prev1;P2_prev1;N3_prev1;P3_prev1;N1_prev2;P1_prev2;P2_prev2;N3_prev2;P3_prev2;N1_prev3;P1_prev3;P2_prev3;N3_prev3;P3_prev3
-0.000477298;0.000103134;0.000199387;9.19e-05;-0.000210101;4.0;-0.000438737;0.000107855;0.000194762;8.77e-05;-0.000214506;-0.000390379;9.93e-05;0.000188458;7.9e-05;-0.000209704;-0.00031454;9.55e-05;0.00017576;6.93e-05;-0.000210628
-0.000518601;0.00012995;0.000140804;3.7e-05;-7.25e-05;4.0;-0.000484867;0.000122055;0.000138121;3.48e-05;-6.99e-05;-0.00041685;0.000123948;0.000132425;3.26e-05;-7.15e-05;-0.000218985;0.000124536;0.000127195;1.34e-05;-7.55e-05
-0.000547967;0.000128062;0.000146134;3.91e-05;-7.58e-05;4.0;-0.000518601;0.00012995;0.000140804;3.7e-05;-7.25e-05;-0.000484867;0.000122055;0.000138121;3.48e-05;-6.99e-05;-0.00041685;0.000123948;0.000132425;3.26e-05;-7.15e-05
-0.000550468;0.000374844;0.000340752;0.000128459;-0.000213658;4.0;-0.000516137;0.000397711;0.000330502;0.000123046;-0.000188749;-0.000472281;0.000409482;0.000310802;0.000105332;-0.000179413;-0.000190561;0.000391556;0.000274024;-0.000120329;-0.000142281
-0.000434103;0.000167461;0.00025777;9.53e-05;-0.000176587;4.0;-0.000403453;0.000165716;0.000245176;8.45e-05;-0.00015843;-0.000340681;0.000155961;0.000235536;7.98e-05;-0.000151186;-6.94e-05;0.000117385;0.000220787;6.57e-05;-0.000137256
-0.000465451;0.000167149;0.000249009;0.000105989;-0.000167966;4.0;-0.000434103;0.000167461;0.00025777;9.53e-05;-0.000176587;-0.000403453;0.000165716;0.000245176;8.45e-05;-0.00015843;-0.000340681;0.000155961;0.000235536;7.98e-05;-0.000151186
-0.000426621;0.000145329;0.000333214;0.000141067;-0.00049158;4.0;-0.00038093;0.00014261;0.00032241;0.000121001;-0.0005009;-0.000294716;0.000133986;0.000299787;9.02e-05;-0.000514944;3.4e-06;0.000101547;0.000245967;-0.000139812;-0.000503615
-0.000461779;0.000148083;0.000334275;0.000155131;-0.000477331;4.0;-0.000426621;0.000145329;0.000333214;0.000141067;-0.00049158;-0.00038093;0.00014261;0.00032241;0.000121001;-0.0005009;-0.000294716;0.000133986;0.000299787;9.02e-05;-0.000514944
-0.000487779;0.000158932;0.000314493;0.000177983;-0.000337471;4.0;-0.000457486;0.000155756;0.000307791;0.000167242;-0.000337339;-0.000406834;0.000150967;0.000300655;0.000156236;-0.000338815;-0.000127119;0.000128044;0.000271716;0.000134437;-0.000315566
-0.000521009;0.000100142;0.000245321;0.000183071;-0.000244748;4.0;-0.000487779;0.000158932;0.000314493;0.000177983;-0.000337471;-0.000457486;0.000155756;0.000307791;0.000167242;-0.000337339;-0.000406834;0.000150967;0.000300655;0.000156236;-0.000338815
-0.000524263;8.49e-05;0.000177162;5.48e-05;-0.000155197;4.0;-0.000485694;7.97e-05;0.000165775;4.61e-05;-0.000147043;-0.000426757;7.56e-05;0.00016131;4.41e-05;-0.000146808;-0.000138593;4.31e-05;0.000144263;4.09e-05;-0.000155288
-0.000540929;6.99e-05;0.000158837;5.51e-05;-0.000142984;4.0;-0.000524263;8.49e-05;0.000177162;5.48e-05;-0.000155197;-0.000485694;7.97e-05;0.000165775;4.61e-05;-0.000147043;-0.000426757;7.56e-05;0.00016131;4.41e-05;-0.000146808
-0.000178959;0.000277481;0.00066732;0.000238347;-0.000376312;5.0;-0.000176853;0.000270865;0.000623255;0.000226479;-0.000373129;-0.000168114;0.000249862;0.000577928;0.000211845;-0.000360878;-0.000138457;0.000215682;0.000485379;0.00022571;-0.000340918
-0.000177511;0.000293413;0.000689376;0.000241405;-0.000380241;5.0;-0.000178959;0.000277481;0.00066732;0.000238347;-0.000376312;-0.000176853;0.000270865;0.000623255;0.000226479;-0.000373129;-0.000168114;0.000249862;0.000577928;0.000211845;-0.000360878
-0.000149885;0.000146095;0.000344452;-2.64e-05;-8.03e-05;5.0;-0.000143548;0.000131264;0.000315141;-3.68e-05;-5.73e-05;-0.000142168;0.000116161;0.000260853;-4.2e-05;-5.57e-05;-0.000127835;8.85e-05;0.000182691;-5.28e-05;-3.91e-05
-0.000149204;0.000152704;0.000351602;-2.49e-05;-0.000100686;5.0;-0.000149885;0.000146095;0.000344452;-2.64e-05;-8.03e-05;-0.000143548;0.000131264;0.000315141;-3.68e-05;-5.73e-05;-0.000142168;0.000116161;0.000260853;-4.2e-05;-5.57e-05
-0.000105934;0.000149136;0.000316695;6.3e-05;-0.000136121;5.0;-0.000102164;0.000135538;0.000290035;6.29e-05;-0.000120741;-8.48e-05;0.000167342;0.000312797;7.2e-05;-0.000165366;-6.04e-05;0.000101536;0.000210142;0.000110857;-0.000118988
-0.000111078;0.000146613;0.000312512;6.19e-05;-0.000122695;5.0;-0.000105934;0.000149136;0.000316695;6.3e-05;-0.000136121;-0.000102164;0.000135538;0.000290035;6.29e-05;-0.000120741;-8.48e-05;0.000167342;0.000312797;7.2e-05;-0.000165366
-0.000203097;0.000322396;0.000573892;9.39e-05;-0.000220985;5.0;-0.000207876;0.000316411;0.000550937;8.59e-05;-0.000199235;-0.000210666;0.000295462;0.000514374;8.08e-05;-0.00019659;-0.000220736;0.000277354;0.000467827;8.32e-05;-0.000187935
-0.000145478;0.000159082;0.000358865;5.28e-06;-0.00011182;5.0;-0.000148826;0.000130594;0.000331568;-4.34e-06;-9.58e-05;-0.000140177;0.000109014;0.0002807;-3.46e-06;-7.7e-05;-0.000154644;2.15e-05;0.0001892;-3.11e-05;-7.2e-05
-0.000115348;0.000388063;0.000846362;0.000363218;-0.00045592;5.0;-0.000113203;0.000375556;0.00081999;0.000353935;-0.000444128;-0.000108188;0.000358;0.000764935;0.000331641;-0.000430785;-8.16e-05;0.000299226;0.000630016;7.32e-05;-0.000374348
-0.000117936;0.000400653;0.000866154;0.000366528;-0.000463868;5.0;-0.000115348;0.000388063;0.000846362;0.000363218;-0.00045592;-0.000113203;0.000375556;0.00081999;0.000353935;-0.000444128;-0.000108188;0.000358;0.000764935;0.000331641;-0.000430785
-2.03e-06;-0.00026501;0.001441246;-0.000637643;0.000570537;5.0;-6.87e-06;-0.000266241;0.001386047;-0.000580476;0.000530366;-1.23e-05;-0.000239961;0.001270902;-0.000530409;0.000494068;-7.08e-05;-0.00017524;0.001164726;-0.000292362;0.000313098
-0.000184958;0.000591782;0.00119343;0.000479688;-0.000609945;5.0;-0.000182705;0.000578403;0.001170264;0.000471789;-0.00059674;-0.000178633;0.000543604;0.001127203;0.000433984;-0.000585325;-0.000158127;0.000493178;0.000957356;0.000325015;-0.000513557
-0.000186127;0.000487257;0.000885056;0.000486146;-0.000497053;5.0;-0.000184958;0.000591782;0.00119343;0.000479688;-0.000609945;-0.000182705;0.000578403;0.001170264;0.000471789;-0.00059674;-0.000178633;0.000543604;0.001127203;0.000433984;-0.000585325
-0.000145911;0.00047821;0.000968396;0.000490829;-0.000484658;5.0;-0.000171875;0.000674506;0.0013823;0.000613918;-0.000744109;-0.000167893;0.000658415;0.00135455;0.000608805;-0.000729555;-0.000105913;0.000613487;0.001294679;0.000551048;-0.000718837
-0.000160522;0.000464268;0.000974287;0.000349181;-0.0004472;5.0;-0.000145911;0.00047821;0.000968396;0.000490829;-0.000484658;-0.000171875;0.000674506;0.0013823;0.000613918;-0.000744109;-0.000167893;0.000658415;0.00135455;0.000608805;-0.000729555
-5.55e-05;-0.000110862;0.002702144;-0.000624273;0.00057304;6.0;-6.15e-05;-8.03e-05;0.002600618;-0.000573352;0.00053987;-7.07e-05;-3.46e-05;0.002456989;-0.000429567;0.000467459;-5.97e-05;2.41e-05;0.002047146;5.37e-05;0.000257293
-5.07e-05;-0.000123145;0.002775028;-0.000664004;0.000596894;6.0;-5.55e-05;-0.000110862;0.002702144;-0.000624273;0.00057304;-6.15e-05;-8.03e-05;0.002600618;-0.000573352;0.00053987;-7.07e-05;-3.46e-05;0.002456989;-0.000429567;0.000467459
-5.86e-05;-6.75e-05;0.002316415;-0.000520208;0.000491139;6.0;-6.39e-05;-4.09e-05;0.002223608;-0.00047751;0.00044724;-7.26e-05;-1.5e-05;0.002085713;-0.00042329;0.000398436;-6.65e-05;3.1e-05;0.001809367;-0.000284086;0.000325603
-5.43e-05;-8.97e-05;0.001923589;-0.000554716;0.000512077;6.0;-5.86e-05;-6.75e-05;0.002316415;-0.000520208;0.000491139;-6.39e-05;-4.09e-05;0.002223608;-0.00047751;0.00044724;-7.26e-05;-1.5e-05;0.002085713;-0.00042329;0.000398436
-6.49e-06;-0.000240172;0.001157235;-0.000877907;0.000655583;6.0;-1.04e-05;-0.000231884;0.00107918;-0.000842521;0.000617577;-1.64e-05;-0.000201147;0.000951494;-0.00077284;0.000545971;-3.58e-05;-0.000117887;0.000682826;-0.000604743;0.000418699
-2.74e-06;-0.000279428;0.001221685;-0.000902225;0.000691808;6.0;-6.49e-06;-0.000240172;0.001157235;-0.000877907;0.000655583;-1.04e-05;-0.000231884;0.00107918;-0.000842521;0.000617577;-1.64e-05;-0.000201147;0.000951494;-0.00077284;0.000545971
-3.47e-05;-0.00016912;0.001595631;-0.000691642;0.000654217;6.0;-4.02e-05;-0.000141355;0.001476022;-0.000640197;0.000617716;-4.98e-05;-9.86e-05;0.001334719;-0.000553703;0.000543564;-6.88e-05;-2.59e-05;0.001057473;-0.000262416;0.000400964
-2.88e-05;-0.000188312;0.001654467;-0.000736763;0.000684164;6.0;-3.47e-05;-0.00016912;0.001595631;-0.000691642;0.000654217;-4.02e-05;-0.000141355;0.001476022;-0.000640197;0.000617716;-4.98e-05;-9.86e-05;0.001334719;-0.000553703;0.000543564
3.62e-05;-0.000225678;0.002797453;-0.000424007;0.000358819;6.0;3.51e-05;-0.000218771;0.002720429;-0.000381733;0.000318286;3.38e-05;-0.000221776;0.002594005;-0.000316372;0.000271819;-6.97e-06;-0.000163734;0.002371535;-0.00010805;0.000188654
3.51e-05;-0.00016897;0.001754536;-0.000451751;0.000321126;6.0;3.62e-05;-0.000225678;0.002797453;-0.000424007;0.000358819;3.51e-05;-0.000218771;0.002720429;-0.000381733;0.000318286;3.38e-05;-0.000221776;0.002594005;-0.000316372;0.000271819
5.32e-06;-0.000206841;0.002150965;-0.000566159;0.000479412;6.0;-5.94e-07;-0.000176871;0.002036436;-0.00053027;0.000443295;-9.18e-06;-0.000152255;0.001905468;-0.000464666;0.000409286;-4.36e-05;-7.25e-05;0.001663725;-0.000314865;0.000280812
-3.05e-05;-0.000166577;0.001994628;-0.000690839;0.000624552;6.0;-3.58e-05;-0.000149614;0.001902192;-0.000652395;0.000617759;-4.29e-05;-0.000113178;0.00180473;-0.000598955;0.000560069;-6.41e-05;-5.2e-05;0.001623735;-0.000399604;0.000501205
-4.21e-05;-7.58e-05;0.002688763;-0.000679528;0.000584203;6.0;-4.76e-05;-3.4e-05;0.002595559;-0.000628878;0.000529797;-5.53e-05;-1.72e-05;0.002415415;-0.000530017;0.000485558;-3.58e-05;4.93e-05;0.001815586;-0.000117916;0.000308246
-3.79e-05;-9.77e-05;0.00274267;-0.000720048;0.000612128;6.0;-4.21e-05;-7.58e-05;0.002688763;-0.000679528;0.000584203;-4.76e-05;-3.4e-05;0.002595559;-0.000628878;0.000529797;-5.53e-05;-1.72e-05;0.002415415;-0.000530017;0.000485558
-0.000268014;6.88e-05;0.00016531;-9.05e-05;-5.44e-06;7.0;-0.000239931;6.38e-05;0.000173785;-8.45e-05;-6.89e-06;-0.000203491;6.41e-05;0.000199264;-7.62e-05;-1.67e-05;-3.68e-05;4.75e-05;0.000223103;-4.08e-05;-3.9e-05
-0.000279911;8.02e-05;0.000149479;-0.000103992;-3.21e-06;7.0;-0.000268014;6.88e-05;0.00016531;-9.05e-05;-5.44e-06;-0.000239931;6.38e-05;0.000173785;-8.45e-05;-6.89e-06;-0.000203491;6.41e-05;0.000199264;-7.62e-05;-1.67e-05
-0.000248458;7.18e-05;0.000101691;-9.42e-05;1.9e-05;7.0;-0.000238975;7.34e-05;0.000111661;-8.52e-05;7.83e-06;-0.000217772;6.72e-05;0.00011575;-8.09e-05;1.58e-05;-7.17e-05;4.45e-05;0.000129352;-6.52e-05;8.84e-07
-0.000264164;7.03e-05;0.000101721;-8.72e-05;-3.03e-06;7.0;-0.000248458;7.18e-05;0.000101691;-9.42e-05;1.9e-05;-0.000238975;7.34e-05;0.000111661;-8.52e-05;7.83e-06;-0.000217772;6.72e-05;0.00011575;-8.09e-05;1.58e-05
-0.000264134;8.29e-05;4.46e-05;-4.69e-05;1.42e-05;7.0;-0.000251228;8.07e-05;4.8e-05;-3.79e-05;1.22e-05;-0.000235987;8.66e-05;5.59e-05;-2.93e-05;-5.87e-06;-0.000163082;7.8e-05;5.72e-05;-6.43e-06;-6.5e-07
-0.000280594;7.71e-05;4.25e-05;-4.67e-05;1.52e-05;7.0;-0.000264134;8.29e-05;4.46e-05;-4.69e-05;1.42e-05;-0.000251228;8.07e-05;4.8e-05;-3.79e-05;1.22e-05;-0.000235987;8.66e-05;5.59e-05;-2.93e-05;-5.87e-06
-0.000251741;9.6e-05;0.000202711;-0.000129749;2.73e-05;7.0;-0.000243138;8.85e-05;0.000215699;-0.000135337;3.43e-05;-0.00023475;9.59e-05;0.000228144;-0.000132734;2.45e-05;-0.000192344;7.78e-05;0.000248916;-0.000113841;3.77e-05
-0.000229215;0.000104468;1.89e-05;-0.00015192;-0.000107073;7.0;-0.000207819;0.000108854;1.28e-05;-0.000162059;-0.000136612;-0.000133051;9.06e-05;5.36e-06;-0.000185798;-0.000171558;-4.4e-05;8.23e-05;1.58e-05;-0.000169897;-0.000188415
-0.000243081;9.66e-05;2.22e-05;-0.000150549;-8.1e-05;7.0;-0.000229215;0.000104468;1.89e-05;-0.00015192;-0.000107073;-0.000207819;0.000108854;1.28e-05;-0.000162059;-0.000136612;-0.000133051;9.06e-05;5.36e-06;-0.000185798;-0.000171558
-0.000223016;0.000119843;0.000232643;-0.00013316;2.79e-05;7.0;-0.000205839;0.000117329;0.000259391;-0.000134588;2.64e-05;-0.000184378;0.000109311;0.000269987;-0.000133923;2.61e-05;-0.000142967;0.000112549;0.000302056;-0.000128724;1.71e-05
-0.000233714;0.000121061;0.000226783;-0.000139325;1.51e-05;7.0;-0.000223016;0.000119843;0.000232643;-0.00013316;2.79e-05;-0.000205839;0.000117329;0.000259391;-0.000134588;2.64e-05;-0.000184378;0.000109311;0.000269987;-0.000133923;2.61e-05
-0.000231262;8.05e-05;0.000287961;-0.000176934;3.6e-05;7.0;-0.000212857;7.17e-05;0.000309037;-0.000184772;3.48e-05;-0.000193285;5.9e-05;0.000352128;-0.000192205;3.94e-05;-9.19e-05;1.99e-05;0.000390963;-0.000199434;3.79e-05
-0.000244409;5.93e-05;0.000106867;-0.000136878;4.36e-05;7.0;-0.000231002;5.74e-05;0.000109654;-0.000149774;4.02e-05;-0.00021926;5.48e-05;0.000100816;-0.000164134;4.5e-05;-0.000141687;5.14e-05;0.000147416;-9.99e-05;3.42e-05
-3.88e-05;0.000473663;0.000210228;1.7e-05;-7.53e-05;8.0;-4.03e-05;0.000441634;0.000203938;2.02e-05;-7.41e-05;-4.44e-05;0.000386795;0.000177488;-9.76e-06;-7.89e-05;-4.61e-05;0.000176122;8.17e-05;-3.19e-05;-6.21e-06
-4.8e-05;0.000496138;0.00020234;1.71e-05;-8.18e-05;8.0;-3.88e-05;0.000473663;0.000210228;1.7e-05;-7.53e-05;-4.03e-05;0.000441634;0.000203938;2.02e-05;-7.41e-05;-4.44e-05;0.000386795;0.000177488;-9.76e-06;-7.89e-05
-7.06e-05;0.000485757;0.000116003;-7.15e-05;2.88e-05;8.0;-6.38e-05;0.000470577;0.000114211;-5.99e-05;2.55e-05;-5.52e-05;0.000450441;9.97e-05;-7.12e-05;3.33e-05;-5.45e-05;0.000371652;7.69e-05;-7.01e-05;3.78e-05
-8.41e-05;0.000502708;0.000231561;5.54e-05;-0.000107732;8.0;-8.36e-05;0.000474225;0.000224435;4.82e-05;-0.000106136;-8.51e-05;0.000409715;0.000211964;4.18e-05;-9.98e-05;-7.64e-05;0.000246276;0.000169418;3.53e-05;-8.4e-05
-0.000144738;0.000667414;0.0002629;1.91e-06;-6.67e-05;8.0;-0.000156416;0.000636853;0.000251281;-1.22e-05;-5.13e-05;-0.000166157;0.000604563;0.0002333;-1.67e-05;-4.18e-05;-0.000165078;0.000495958;0.000231574;3.22e-05;-4.19e-05
3.35e-05;0.00057533;0.000453936;7.57e-05;-0.000174154;8.0;3.11e-05;0.000547348;0.000454949;5.52e-05;-0.000161467;2.85e-05;0.000497363;0.000465318;4.37e-05;-0.00014351;-3.91e-06;0.000398229;0.000397397;-0.000133663;-8.31e-05
-0.00014103;0.000707378;0.000279167;2.9e-05;-0.000110079;8.0;-0.000143674;0.000650481;0.00025558;3.08e-05;-9.32e-05;-0.000126802;0.000562517;0.000235175;3.32e-05;-8.81e-05;-0.000105543;0.000273317;0.000152819;-1.44e-05;-8.89e-05
-0.000140129;0.00073108;0.000288385;3.28e-05;-0.000107371;8.0;-0.00014103;0.000707378;0.000279167;2.9e-05;-0.000110079;-0.000143674;0.000650481;0.00025558;3.08e-05;-9.32e-05;-0.000126802;0.000562517;0.000235175;3.32e-05;-8.81e-05
-4.36e-05;0.000733925;0.000365541;0.000145909;-0.000196676;8.0;-4.1e-05;0.000711453;0.000354793;0.000141912;-0.000202284;-4.09e-05;0.000661829;0.00032878;0.000138945;-0.000177305;-7.67e-05;0.000407248;0.0002854;0.000111518;-0.000184875
-5.44e-05;0.000613263;0.000319362;5.96e-05;-0.00014744;8.0;-5.52e-05;0.000585163;0.000312012;5.36e-05;-0.000142537;-5.67e-05;0.000544819;0.000304423;4.46e-05;-0.000132213;-5.42e-05;0.000495649;0.000282696;3.09e-05;-0.000135435
-9.68e-05;0.000693253;0.000291008;3.75e-05;-0.000102448;8.0;-9.14e-05;0.000667707;0.000290075;3.26e-05;-0.000105941;-9.68e-05;0.000641239;0.000274643;3.22e-05;-8.51e-05;-9.52e-05;0.000554699;0.000251654;2.61e-05;-9.42e-05
-9.51e-05;0.000541658;0.000273775;3.41e-05;-7.16e-05;8.0;-9.68e-05;0.000693253;0.000291008;3.75e-05;-0.000102448;-9.14e-05;0.000667707;0.000290075;3.26e-05;-0.000105941;-9.68e-05;0.000641239;0.000274643;3.22e-05;-8.51e-05
-0.000100242;0.001955985;-0.000376425;-0.000342424;0.000334757;9.0;-9.79e-05;0.001860436;-0.000353854;-0.000319175;0.000301563;-8.82e-05;0.001708307;-0.000304921;-0.000269939;0.000267681;-7.61e-05;0.001421762;-0.000214866;-0.00017842;0.000219684
-9.52e-05;0.002038574;-0.000401064;-0.000368285;0.000340363;9.0;-0.000100242;0.001955985;-0.000376425;-0.000342424;0.000334757;-9.79e-05;0.001860436;-0.000353854;-0.000319175;0.000301563;-8.82e-05;0.001708307;-0.000304921;-0.000269939;0.000267681
-9.25e-05;0.002298341;-0.000371652;-0.000348445;0.000327834;9.0;-9.46e-05;0.002235246;-0.000337671;-0.000320689;0.000297828;-9.02e-05;0.002061506;-0.00031167;-0.000277504;0.000276532;-5.99e-05;0.001703752;-0.000234096;-0.000181305;0.000209093
-9.32e-05;0.002478764;-0.000250152;-0.000419373;0.000307956;9.0;-7.92e-05;0.00216075;-0.000180195;-0.000353265;0.000266954;-4.56e-05;0.000277324;2.07e-05;-0.000244922;0.000103346;-7.03e-05;0.000235315;2.52e-05;-0.000304145;7.21e-05
-9.36e-05;0.002619079;-0.000283951;-0.000447347;0.000326548;9.0;-9.32e-05;0.002478764;-0.000250152;-0.000419373;0.000307956;-7.92e-05;0.00216075;-0.000180195;-0.000353265;0.000266954;-4.56e-05;0.000277324;2.07e-05;-0.000244922;0.000103346
-0.00012786;0.002499803;-0.000350681;-0.000423372;0.000377951;9.0;-0.000127598;0.002422108;-0.000310587;-0.000380106;0.000358548;-0.000119748;0.002256945;-0.000255942;-0.000337394;0.000294457;-9.21e-05;0.001517829;-8.88e-05;-0.00018445;0.000210918
-0.000133062;0.002574938;-0.000366582;-0.00042783;0.000395423;9.0;-0.00012786;0.002499803;-0.000350681;-0.000423372;0.000377951;-0.000127598;0.002422108;-0.000310587;-0.000380106;0.000358548;-0.000119748;0.002256945;-0.000255942;-0.000337394;0.000294457
-0.000245612;0.002887538;-0.000407844;-0.00029456;0.000316225;9.0;-0.000266577;0.002773524;-0.000380346;-0.000272947;0.000297771;-0.000278683;0.002616641;-0.000328849;-0.000227938;0.000258317;-0.000301194;0.002200788;-0.00021771;-0.000111222;0.000181694
-0.000225198;0.002960441;-0.000429987;-0.000303821;0.000333094;9.0;-0.000245612;0.002887538;-0.000407844;-0.00029456;0.000316225;-0.000266577;0.002773524;-0.000380346;-0.000272947;0.000297771;-0.000278683;0.002616641;-0.000328849;-0.000227938;0.000258317
-0.000235747;0.001289509;-0.000406304;-0.000346865;0.000332074;9.0;-0.000250853;0.001202514;-0.000370021;-0.000317007;0.000297674;-0.000261019;0.000953661;-0.0003074;-0.000265341;0.000261174;-0.000248199;0.000433587;-0.000134563;-5.26e-05;0.000160564
-0.000225219;0.001330689;-0.00039755;-0.000376545;0.000284642;9.0;-0.000235747;0.001289509;-0.000406304;-0.000346865;0.000332074;-0.000250853;0.001202514;-0.000370021;-0.000317007;0.000297674;-0.000261019;0.000953661;-0.0003074;-0.000265341;0.000261174
-0.00014283;0.001750332;-0.000383371;-0.00035464;0.000356457;9.0;-0.000146808;0.001670627;-0.00034735;-0.000334682;0.000334729;-0.000135103;0.001542132;-0.000311443;-0.000284699;0.000312705;-0.000113587;0.001206644;-0.000173876;-0.000156424;0.000192748
-8.03e-05;0.001855678;-0.000149924;-0.000257487;0.000239822;9.0;-8.86e-05;0.001781152;-0.00014646;-0.000236435;0.000228067;-8.73e-05;0.001680791;-0.000137583;-0.000213204;0.000207995;-8.01e-05;0.001392237;-9.61e-05;-0.000148692;0.000171678
-4.668e-07;3.93724e-05;9.14691263e-05;8.6056e-06;-5.6051e-05;0.0;-1.6133e-06;4.32232e-05;8.30913414e-05;9.4456e-06;-5.9949e-05;-1.0207e-06;4.50852e-05;8.54167592e-05;9.6768e-06;-5.9904e-05;-1.35895e-05;1.40154e-05;7.21086035e-05;4.843e-07;-6.06e-05
-9.986e-07;3.77507e-05;9.49076275e-05;7.0948e-06;-5.8646e-05;0.0;-4.668e-07;3.93724e-05;9.14691263e-05;8.6056e-06;-5.6051e-05;-1.6133e-06;4.32232e-05;8.30913414e-05;9.4456e-06;-5.9949e-05;-1.0207e-06;4.50852e-05;8.54167592e-05;9.6768e-06;-5.9904e-05
-1.0165e-06;4.01424e-05;8.53981619e-05;5.9756e-06;-6.3228e-05;0.0;-9.986e-07;3.77507e-05;9.49076275e-05;7.0948e-06;-5.8646e-05;-4.668e-07;3.93724e-05;9.14691263e-05;8.6056e-06;-5.6051e-05;-1.6133e-06;4.32232e-05;8.30913414e-05;9.4456e-06;-5.9949e-05
-2.4483e-06;4.15847e-05;8.84513429e-05;5.5447e-06;-5.6603e-05;0.0;-1.0165e-06;4.01424e-05;8.53981619e-05;5.9756e-06;-6.3228e-05;-9.986e-07;3.77507e-05;9.49076275e-05;7.0948e-06;-5.8646e-05;-4.668e-07;3.93724e-05;9.14691263e-05;8.6056e-06;-5.6051e-05
-2.4808e-06;4.08777e-05;8.00716152e-05;3.7241e-06;-5.7542e-05;0.0;-2.4483e-06;4.15847e-05;8.84513429e-05;5.5447e-06;-5.6603e-05;-1.0165e-06;4.01424e-05;8.53981619e-05;5.9756e-06;-6.3228e-05;-9.986e-07;3.77507e-05;9.49076275e-05;7.0948e-06;-5.8646e-05
-0.0006329586;5.09721e-05;2.44779039e-05;-0.0001059891;6.724e-06;0.0;-2.4808e-06;4.08777e-05;8.00716152e-05;3.7241e-06;-5.7542e-05;-2.4483e-06;4.15847e-05;8.84513429e-05;5.5447e-06;-5.6603e-05;-1.0165e-06;4.01424e-05;8.53981619e-05;5.9756e-06;-6.3228e-05
-0.0015696578;0.0001110975;0.000239460962;0.0001975516;-0.000311865;0.0;-0.0006329586;5.09721e-05;2.44779039e-05;-0.0001059891;6.724e-06;-2.4808e-06;4.08777e-05;8.00716152e-05;3.7241e-06;-5.7542e-05;-2.4483e-06;4.15847e-05;8.84513429e-05;5.5447e-06;-5.6603e-05
-0.0017705616;0.0001211835;0.000257391279;0.0002792314;-0.000335094;0.0;-0.0015696578;0.0001110975;0.000239460962;0.0001975516;-0.000311865;-0.0006329586;5.09721e-05;2.44779039e-05;-0.0001059891;6.724e-06;-2.4808e-06;4.08777e-05;8.00716152e-05;3.7241e-06;-5.7542e-05
-0.0019011386;0.00013306;0.000261040375;0.0003053406;-0.000347426;0.0;-0.0017705616;0.0001211835;0.000257391279;0.0002792314;-0.000335094;-0.0015696578;0.0001110975;0.000239460962;0.0001975516;-0.000311865;-0.0006329586;5.09721e-05;2.44779039e-05;-0.0001059891;6.724e-06
-0.0019727316;0.0001238175;0.000204049982;0.0003146825;-0.000220253;0.0;-0.0019011386;0.00013306;0.000261040375;0.0003053406;-0.000347426;-0.0017705616;0.0001211835;0.000257391279;0.0002792314;-0.000335094;-0.0015696578;0.0001110975;0.000239460962;0.0001975516;-0.000311865
-0.00106647;5.414e-05;0.000125857798;0.0001151225;-0.000125539;0.0;-0.0019727316;0.0001238175;0.000204049982;0.0003146825;-0.000220253;-0.0019011386;0.00013306;0.000261040375;0.0003053406;-0.000347426;-0.0017705616;0.0001211835;0.000257391279;0.0002792314;-0.000335094
-0.0006158538;4.96178e-05;0.000114427741;6.17883e-05;-0.000107179;0.0;-0.00106647;5.414e-05;0.000125857798;0.0001151225;-0.000125539;-0.0019727316;0.0001238175;0.000204049982;0.0003146825;-0.000220253;-0.0019011386;0.00013306;0.000261040375;0.0003053406;-0.000347426
-0.0004748562;4.98203e-05;0.000107872191;4.6222e-05;-9.9031e-05;0.0;-0.0006158538;4.96178e-05;0.000114427741;6.17883e-05;-0.000107179;-0.00106647;5.414e-05;0.000125857798;0.0001151225;-0.000125539;-0.0019727316;0.0001238175;0.000204049982;0.0003146825;-0.000220253
-0.0003833566;5.32274e-05;0.000106280182;4.09347e-05;-0.000100455;0.0;-0.0004748562;4.98203e-05;0.000107872191;4.6222e-05;-9.9031e-05;-0.0006158538;4.96178e-05;0.000114427741;6.17883e-05;-0.000107179;-0.00106647;5.414e-05;0.000125857798;0.0001151225;-0.000125539
-0.0003168995;5.00573e-05;0.000104564788;3.56147e-05;-8.7914e-05;0.0;-0.0003833566;5.32274e-05;0.000106280182;4.09347e-05;-0.000100455;-0.0004748562;4.98203e-05;0.000107872191;4.6222e-05;-9.9031e-05;-0.0006158538;4.96178e-05;0.000114427741;6.17883e-05;-0.000107179
-0.0002686684;4.26956e-05;9.82294732e-05;3.30153e-05;-8.5937e-05;0.0;-0.0003168995;5.00573e-05;0.000104564788;3.56147e-05;-8.7914e-05;-0.0003833566;5.32274e-05;0.000106280182;4.09347e-05;-0.000100455;-0.0004748562;4.98203e-05;0.000107872191;4.6222e-05;-9.9031e-05
-0.0002332643;5.097e-05;9.30367096e-05;3.09209e-05;-8.1334e-05;0.0;-0.0002686684;4.26956e-05;9.82294732e-05;3.30153e-05;-8.5937e-05;-0.0003168995;5.00573e-05;0.000104564788;3.56147e-05;-8.7914e-05;-0.0003833566;5.32274e-05;0.000106280182;4.09347e-05;-0.000100455
