Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2;;;;
10.55;5.81E-04;5.73E-04;293.15;5.80E-04;5.80E-04;5.83E-04;5.81E-04;293.15;;;;
10.6;5.86E-04;5.78E-04;293.15;5.84E-04;5.85E-04;5.88E-04;5.85E-04;293.15;;;;
10.65;5.91E-04;5.83E-04;293.15;5.89E-04;5.90E-04;5.93E-04;5.90E-04;293.15;;;;
10.7;5.95E-04;5.87E-04;293.15;5.94E-04;5.95E-04;5.98E-04;5.95E-04;293.15;;;;
10.75;6.00E-04;5.92E-04;293.15;5.99E-04;5.99E-04;6.03E-04;6.00E-04;293.15;;;;
10.8;6.05E-04;5.97E-04;293.15;6.04E-04;6.04E-04;6.08E-04;6.05E-04;293.15;;;;
10.85;6.10E-04;6.01E-04;293.15;6.09E-04;6.09E-04;6.13E-04;6.10E-04;293.15;;;;
10.9;6.15E-04;6.06E-04;293.15;6.13E-04;6.14E-04;6.17E-04;6.14E-04;293.15;;;;
10.95;6.20E-04;6.11E-04;293.15;6.18E-04;6.19E-04;6.22E-04;6.19E-04;293.15;;;;
11;6.24E-04;6.15E-04;293.15;6.23E-04;6.24E-04;6.27E-04;6.24E-04;293.15;;;;
11.05;6.29E-04;6.20E-04;293.15;6.28E-04;6.28E-04;6.32E-04;6.29E-04;293.15;;;;
11.1;6.34E-04;6.25E-04;293.15;6.33E-04;6.33E-04;6.37E-04;6.34E-04;293.15;;;;
11.15;6.39E-04;6.30E-04;293.15;6.37E-04;6.38E-04;6.42E-04;6.39E-04;293.15;;;;
11.2;6.44E-04;6.34E-04;293.15;6.42E-04;6.43E-04;6.47E-04;6.43E-04;293.15;;;;
11.25;6.49E-04;6.39E-04;293.15;6.47E-04;6.48E-04;6.52E-04;6.48E-04;293.15;;;;
11.3;6.53E-04;6.44E-04;293.15;6.52E-04;6.53E-04;6.56E-04;6.53E-04;293.15;;;;
11.35;6.58E-04;6.48E-04;293.15;6.57E-04;6.57E-04;6.61E-04;6.58E-04;293.15;;;;
11.4;6.63E-04;6.53E-04;293.15;6.62E-04;6.62E-04;6.66E-04;6.63E-04;293.15;;;;
