Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Temp_PVDF_2;;;;
3.05;-3.86E-06;1.61E-05;293.21;6.47E-07;-6.28E-07;-1.20E-06;-6.47E-07;293.21;;;;
3.1;-3.89E-06;1.62E-05;293.21;6.52E-07;-6.33E-07;-1.21E-06;-6.53E-07;293.21;;;;
3.15;-3.92E-06;1.63E-05;293.21;6.58E-07;-6.38E-07;-1.22E-06;-6.58E-07;293.21;;;;
3.2;-3.95E-06;1.65E-05;293.21;6.63E-07;-6.44E-07;-1.23E-06;-6.63E-07;293.21;;;;
3.25;-3.99E-06;1.66E-05;293.22;6.69E-07;-6.50E-07;-1.24E-06;-6.69E-07;293.22;;;;
3.3;-4.02E-06;1.68E-05;293.22;6.75E-07;-6.56E-07;-1.25E-06;-6.75E-07;293.22;;;;
3.35;-4.06E-06;1.69E-05;293.22;6.82E-07;-6.62E-07;-1.26E-06;-6.82E-07;293.22;;;;
3.4;-4.10E-06;1.71E-05;293.22;6.89E-07;-6.69E-07;-1.28E-06;-6.89E-07;293.22;;;;
3.45;-4.14E-06;1.72E-05;293.22;6.96E-07;-6.76E-07;-1.29E-06;-6.96E-07;293.22;;;;
3.5;-4.19E-06;1.74E-05;293.22;7.04E-07;-6.84E-07;-1.30E-06;-7.04E-07;293.22;;;;
3.55;-4.24E-06;1.76E-05;293.22;7.12E-07;-6.92E-07;-1.32E-06;-7.12E-07;293.22;;;;
3.6;-4.29E-06;1.78E-05;293.22;7.21E-07;-7.01E-07;-1.33E-06;-7.21E-07;293.22;;;;
3.65;-4.34E-06;1.81E-05;293.22;7.30E-07;-7.10E-07;-1.35E-06;-7.30E-07;293.22;;;;
3.7;-4.40E-06;1.83E-05;293.22;7.41E-07;-7.20E-07;-1.37E-06;-7.40E-07;293.22;;;;
3.75;-4.47E-06;1.86E-05;293.22;7.51E-07;-7.31E-07;-1.39E-06;-7.51E-07;293.22;;;;
3.8;-4.53E-06;1.89E-05;293.22;7.63E-07;-7.42E-07;-1.41E-06;-7.63E-07;293.22;;;;
3.85;-4.61E-06;1.92E-05;293.23;7.75E-07;-7.54E-07;-1.43E-06;-7.75E-07;293.23;;;;
3.9;-4.68E-06;1.95E-05;293.23;7.88E-07;-7.67E-07;-1.45E-06;-7.88E-07;293.23;;;;
3.95;-4.77E-06;1.98E-05;293.23;8.02E-07;-7.80E-07;-1.48E-06;-8.02E-07;293.23;;;;
4;-4.85E-06;2.02E-05;293.23;8.17E-07;-7.95E-07;-1.51E-06;-8.17E-07;293.23;;;;
4.05;-4.95E-06;2.06E-05;293.23;8.32E-07;-8.10E-07;-1.54E-06;-8.32E-07;293.23;;;;
4.1;-5.05E-06;2.10E-05;293.23;8.50E-07;-8.27E-07;-1.57E-06;-8.50E-07;293.23;;;;
4.15;-5.16E-06;2.15E-05;293.23;8.68E-07;-8.45E-07;-1.60E-06;-8.68E-07;293.23;;;;
4.2;-5.27E-06;2.19E-05;293.24;8.87E-07;-8.63E-07;-1.64E-06;-8.87E-07;293.24;;;;
4.25;-5.39E-06;2.24E-05;293.24;9.05E-07;-8.82E-07;-1.67E-06;-9.06E-07;293.24;;;;
4.3;-5.51E-06;2.29E-05;293.24;9.26E-07;-9.02E-07;-1.71E-06;-9.27E-07;293.24;;;;
4.35;-5.64E-06;2.35E-05;293.24;9.48E-07;-9.24E-07;-1.75E-06;-9.49E-07;293.24;;;;
4.4;-5.78E-06;2.41E-05;293.24;9.72E-07;-9.47E-07;-1.79E-06;-9.73E-07;293.24;;;;
4.45;-5.93E-06;2.47E-05;293.25;9.97E-07;-9.71E-07;-1.84E-06;-9.98E-07;293.25;;;;
4.5;-6.09E-06;2.53E-05;293.25;1.02E-06;-9.96E-07;-1.89E-06;-1.02E-06;293.25;;;;
4.55;-6.26E-06;2.60E-05;293.47;1.05E-06;-1.02E-06;-1.94E-06;-1.05E-06;293.47;;;;
4.6;-6.52E-05;2.76E-04;294.25;1.07E-05;-1.02E-05;-2.03E-05;-1.06E-05;294.25;;;;
4.65;-1.26E-04;5.36E-04;295.27;2.07E-05;-1.98E-05;-3.95E-05;-2.07E-05;295.27;;;;
4.7;-1.96E-04;8.28E-04;296.42;3.20E-05;-3.07E-05;-6.11E-05;-3.20E-05;296.42;;;;
4.75;-2.64E-04;0.0011173;297.54;4.32E-05;-4.14E-05;-8.25E-05;-4.32E-05;297.54;;;;
4.8;-3.30E-04;0.0013955;298.53;5.39E-05;-5.18E-05;-1.03E-04;-5.41E-05;298.53;;;;
4.85;-3.59E-04;0.0015194;299.12;5.88E-05;-5.66E-05;-1.12E-04;-5.90E-05;299.12;;;;
4.9;-3.88E-04;0.0016398;299.3;6.35E-05;-6.12E-05;-1.22E-04;-6.38E-05;299.3;;;;
4.95;-3.49E-04;0.0014747;298.95;5.73E-05;-5.53E-05;-1.10E-04;-5.77E-05;298.95;;;;
5;-3.16E-04;0.0013335;298.38;5.19E-05;-5.02E-05;-9.93E-05;-5.23E-05;298.38;;;;
5.05;-2.79E-04;0.0011758;297.78;4.59E-05;-4.44E-05;-8.78E-05;-4.63E-05;297.78;;;;
5.1;-2.46E-04;0.0010346;297.3;4.05E-05;-3.93E-05;-7.74E-05;-4.09E-05;297.3;;;;
5.15;-2.28E-04;9.61E-04;296.94;3.77E-05;-3.66E-05;-7.20E-05;-3.81E-05;296.94;;;;
5.2;-2.09E-04;8.79E-04;296.61;3.46E-05;-3.36E-05;-6.59E-05;-3.50E-05;296.61;;;;
5.25;-1.91E-04;8.02E-04;296.31;3.17E-05;-3.08E-05;-6.02E-05;-3.20E-05;296.31;;;;
5.3;-1.75E-04;7.32E-04;296.03;2.90E-05;-2.83E-05;-5.51E-05;-2.94E-05;296.03;;;;
5.35;-1.59E-04;6.67E-04;295.78;2.65E-05;-2.59E-05;-5.03E-05;-2.69E-05;295.78;;;;
5.4;-1.44E-04;6.02E-04;295.54;2.41E-05;-2.35E-05;-4.55E-05;-2.44E-05;295.54;;;;
5.45;-1.33E-04;5.55E-04;295.34;2.22E-05;-2.18E-05;-4.19E-05;-2.25E-05;295.34;;;;
5.5;-1.22E-04;5.06E-04;295.14;2.04E-05;-2.00E-05;-3.83E-05;-2.06E-05;295.14;;;;
5.55;-1.10E-04;4.58E-04;294.97;1.85E-05;-1.82E-05;-3.47E-05;-1.88E-05;294.97;;;;
5.6;-1.01E-04;4.21E-04;294.81;1.71E-05;-1.68E-05;-3.19E-05;-1.73E-05;294.81;;;;
5.65;-9.27E-05;3.83E-04;294.66;1.57E-05;-1.55E-05;-2.91E-05;-1.59E-05;294.66;;;;
5.7;-8.39E-05;3.46E-04;294.53;1.43E-05;-1.41E-05;-2.64E-05;-1.45E-05;294.53;;;;
5.75;-7.75E-05;3.19E-04;294.41;1.32E-05;-1.31E-05;-2.43E-05;-1.34E-05;294.41;;;;
5.8;-7.08E-05;2.91E-04;294.3;1.22E-05;-1.20E-05;-2.22E-05;-1.23E-05;294.3;;;;
5.85;-6.41E-05;2.62E-04;294.2;1.11E-05;-1.10E-05;-2.00E-05;-1.12E-05;294.2;;;;
5.9;-5.93E-05;2.42E-04;294.11;1.03E-05;-1.02E-05;-1.84E-05;-1.03E-05;294.11;;;;
5.95;-5.42E-05;2.20E-04;294.02;9.45E-06;-9.41E-06;-1.68E-05;-9.51E-06;294.02;;;;
6;-4.92E-05;1.99E-04;293.94;8.62E-06;-8.62E-06;-1.52E-05;-8.66E-06;293.94;;;;
6.05;-4.54E-05;1.83E-04;293.88;8.01E-06;-8.02E-06;-1.40E-05;-8.03E-06;293.88;;;;
6.1;-4.16E-05;1.67E-04;293.81;7.39E-06;-7.41E-06;-1.28E-05;-7.40E-06;293.81;;;;
6.15;-3.78E-05;1.51E-04;293.75;6.76E-06;-6.81E-06;-1.15E-05;-6.76E-06;293.75;;;;
6.2;-3.49E-05;1.39E-04;293.7;6.29E-06;-6.35E-06;-1.06E-05;-6.27E-06;293.7;;;;
6.25;-3.20E-05;1.26E-04;293.65;5.81E-06;-5.89E-06;-9.64E-06;-5.78E-06;293.65;;;;
6.3;-2.91E-05;1.14E-04;293.61;5.34E-06;-5.42E-06;-8.69E-06;-5.29E-06;293.61;;;;
6.35;-2.69E-05;1.05E-04;293.57;4.98E-06;-5.07E-06;-7.98E-06;-4.92E-06;293.57;;;;
6.4;-2.47E-05;9.55E-05;293.53;4.62E-06;-4.72E-06;-7.26E-06;-4.55E-06;293.53;;;;
6.45;-2.25E-05;8.61E-05;293.5;4.25E-06;-4.36E-06;-6.53E-06;-4.17E-06;293.5;;;;
6.5;-2.09E-05;7.93E-05;293.47;3.98E-06;-4.10E-06;-6.00E-06;-3.89E-06;293.47;;;;
6.55;-1.92E-05;7.21E-05;293.44;3.70E-06;-3.83E-06;-5.44E-06;-3.60E-06;293.44;;;;
6.6;-1.75E-05;6.50E-05;293.41;3.42E-06;-3.55E-06;-4.89E-06;-3.32E-06;293.41;;;;
6.65;-1.62E-05;5.98E-05;293.39;3.22E-06;-3.35E-06;-4.47E-06;-3.10E-06;293.39;;;;
6.7;-1.50E-05;5.44E-05;293.37;3.00E-06;-3.14E-06;-4.05E-06;-2.88E-06;293.37;;;;
6.75;-1.37E-05;4.90E-05;293.35;2.79E-06;-2.94E-06;-3.63E-06;-2.66E-06;293.35;;;;
6.8;-1.27E-05;4.50E-05;293.33;2.63E-06;-2.78E-06;-3.31E-06;-2.50E-06;293.33;;;;
6.85;-1.18E-05;4.09E-05;293.32;2.46E-06;-2.62E-06;-2.99E-06;-2.33E-06;293.32;;;;
6.9;-1.08E-05;3.69E-05;293.3;2.30E-06;-2.46E-06;-2.66E-06;-2.17E-06;293.3;;;;
6.95;-1.01E-05;3.38E-05;293.29;2.17E-06;-2.34E-06;-2.42E-06;-2.04E-06;293.29;;;;
7;-9.31E-06;3.07E-05;293.28;2.05E-06;-2.22E-06;-2.17E-06;-1.91E-06;293.28;;;;
7.05;-8.56E-06;2.76E-05;293.26;1.92E-06;-2.10E-06;-1.92E-06;-1.78E-06;293.26;;;;
7.1;-8.01E-06;2.53E-05;293.25;1.82E-06;-2.01E-06;-1.73E-06;-1.69E-06;293.25;;;;
7.15;-7.44E-06;2.29E-05;293.25;1.72E-06;-1.91E-06;-1.54E-06;-1.59E-06;293.25;;;;
7.2;-6.87E-06;2.05E-05;293.24;1.62E-06;-1.82E-06;-1.34E-06;-1.49E-06;293.24;;;;
7.25;-6.45E-06;1.87E-05;293.23;1.55E-06;-1.75E-06;-1.20E-06;-1.42E-06;293.23;;;;
7.3;-6.02E-06;1.69E-05;293.22;1.47E-06;-1.68E-06;-1.05E-06;-1.35E-06;293.22;;;;
7.35;-5.58E-06;1.51E-05;293.22;1.39E-06;-1.61E-06;-9.00E-07;-1.27E-06;293.22;;;;
7.4;-5.26E-06;1.38E-05;293.21;1.33E-06;-1.56E-06;-7.86E-07;-1.22E-06;293.21;;;;
7.45;-4.93E-06;1.24E-05;293.2;1.27E-06;-1.51E-06;-6.71E-07;-1.16E-06;293.2;;;;
7.5;-4.60E-06;1.10E-05;293.2;1.21E-06;-1.45E-06;-5.55E-07;-1.11E-06;293.2;;;;
7.55;-4.35E-06;9.93E-06;293.2;1.16E-06;-1.42E-06;-4.65E-07;-1.07E-06;293.2;;;;
7.6;-4.09E-06;8.86E-06;293.19;1.10E-06;-1.38E-06;-3.74E-07;-1.03E-06;293.19;;;;
7.65;-3.84E-06;7.80E-06;293.19;1.05E-06;-1.34E-06;-2.83E-07;-9.89E-07;293.19;;;;
7.7;-3.65E-06;6.98E-06;293.18;1.01E-06;-1.31E-06;-2.13E-07;-9.61E-07;293.18;;;;
7.75;-3.45E-06;6.14E-06;293.18;9.69E-07;-1.28E-06;-1.41E-07;-9.33E-07;293.18;;;;
7.8;-3.26E-06;5.30E-06;293.18;9.27E-07;-1.26E-06;-6.88E-08;-9.04E-07;293.18;;;;
7.85;-3.11E-06;4.67E-06;293.18;8.91E-07;-1.24E-06;-1.31E-08;-8.87E-07;293.18;;;;
7.9;-2.96E-06;4.01E-06;293.17;8.55E-07;-1.22E-06;4.42E-08;-8.68E-07;293.17;;;;
7.95;-2.81E-06;3.35E-06;293.17;8.18E-07;-1.20E-06;1.02E-07;-8.50E-07;293.17;;;;
8;-2.70E-06;2.83E-06;293.17;7.87E-07;-1.19E-06;1.47E-07;-8.40E-07;293.17;;;;
8.05;-2.58E-06;2.31E-06;293.17;7.55E-07;-1.18E-06;1.92E-07;-8.30E-07;293.17;;;;
8.1;-2.47E-06;1.79E-06;293.17;7.23E-07;-1.17E-06;2.38E-07;-8.19E-07;293.17;;;;
8.15;-2.38E-06;1.36E-06;293.16;6.94E-07;-1.17E-06;2.75E-07;-8.16E-07;293.16;;;;
8.2;-2.29E-06;9.34E-07;293.16;6.65E-07;-1.16E-06;3.13E-07;-8.13E-07;293.16;;;;
8.25;-2.20E-06;5.07E-07;293.16;6.37E-07;-1.16E-06;3.50E-07;-8.09E-07;293.16;;;;
8.3;-2.13E-06;1.51E-07;293.16;6.10E-07;-1.16E-06;3.80E-07;-8.11E-07;293.16;;;;
8.35;-2.07E-06;-2.08E-07;293.16;5.83E-07;-1.16E-06;4.11E-07;-8.14E-07;293.16;;;;
8.4;-2.00E-06;-5.67E-07;293.16;5.56E-07;-1.16E-06;4.42E-07;-8.16E-07;293.16;;;;
8.45;-1.95E-06;-8.68E-07;293.16;5.31E-07;-1.17E-06;4.67E-07;-8.24E-07;293.16;;;;
8.5;-1.89E-06;-1.18E-06;293.16;5.05E-07;-1.18E-06;4.93E-07;-8.31E-07;293.16;;;;
8.55;-1.84E-06;-1.48E-06;293.16;4.80E-07;-1.18E-06;5.18E-07;-8.39E-07;293.16;;;;
8.6;-1.80E-06;-1.75E-06;293.16;4.55E-07;-1.19E-06;5.39E-07;-8.51E-07;293.16;;;;
8.65;-1.76E-06;-2.02E-06;293.16;4.31E-07;-1.20E-06;5.61E-07;-8.63E-07;293.16;;;;
8.7;-1.72E-06;-2.29E-06;293.16;4.06E-07;-1.21E-06;5.82E-07;-8.74E-07;293.16;;;;
8.75;-1.69E-06;-2.53E-06;293.15;3.82E-07;-1.23E-06;6.00E-07;-8.90E-07;293.15;;;;
8.8;-1.66E-06;-2.78E-06;293.15;3.58E-07;-1.24E-06;6.19E-07;-9.05E-07;293.15;;;;
8.85;-1.63E-06;-3.02E-06;293.15;3.33E-07;-1.26E-06;6.37E-07;-9.21E-07;293.15;;;;
8.9;-1.61E-06;-3.25E-06;293.15;3.10E-07;-1.27E-06;6.53E-07;-9.39E-07;293.15;;;;
8.95;-1.58E-06;-3.48E-06;293.15;2.86E-07;-1.29E-06;6.69E-07;-9.58E-07;293.15;;;;
9;-1.56E-06;-3.70E-06;293.15;2.62E-07;-1.31E-06;6.84E-07;-9.78E-07;293.15;;;;
9.05;-1.55E-06;-3.92E-06;293.15;2.38E-07;-1.33E-06;6.98E-07;-1.00E-06;293.15;;;;
9.1;-1.53E-06;-4.13E-06;293.15;2.14E-07;-1.35E-06;7.12E-07;-1.02E-06;293.15;;;;
9.15;-1.52E-06;-4.34E-06;293.15;1.90E-07;-1.37E-06;7.25E-07;-1.04E-06;293.15;;;;
9.2;-1.50E-06;-4.55E-06;293.15;1.66E-07;-1.40E-06;7.37E-07;-1.07E-06;293.15;;;;
9.25;-1.49E-06;-4.76E-06;293.15;1.42E-07;-1.42E-06;7.49E-07;-1.09E-06;293.15;;;;
9.3;-1.48E-06;-4.96E-06;293.15;1.18E-07;-1.44E-06;7.61E-07;-1.12E-06;293.15;;;;
9.35;-1.48E-06;-5.16E-06;293.15;9.34E-08;-1.47E-06;7.72E-07;-1.15E-06;293.15;;;;
9.4;-1.47E-06;-5.36E-06;293.15;6.92E-08;-1.49E-06;7.82E-07;-1.17E-06;293.15;;;;
9.45;-1.46E-06;-5.56E-06;293.15;4.50E-08;-1.52E-06;7.92E-07;-1.20E-06;293.15;;;;
9.5;-1.46E-06;-5.76E-06;293.15;2.07E-08;-1.55E-06;8.02E-07;-1.23E-06;293.15;;;;
9.55;-1.46E-06;-5.96E-06;293.15;-3.69E-09;-1.58E-06;8.11E-07;-1.26E-06;293.15;;;;
9.6;-1.45E-06;-6.15E-06;293.15;-2.81E-08;-1.61E-06;8.20E-07;-1.29E-06;293.15;;;;
9.65;-1.45E-06;-6.35E-06;293.15;-5.26E-08;-1.63E-06;8.29E-07;-1.32E-06;293.15;;;;
9.7;-1.45E-06;-6.55E-06;293.15;-7.72E-08;-1.66E-06;8.37E-07;-1.35E-06;293.15;;;;
9.75;-1.45E-06;-6.74E-06;293.15;-1.02E-07;-1.69E-06;8.45E-07;-1.38E-06;293.15;;;;
9.8;-1.45E-06;-6.94E-06;293.15;-1.26E-07;-1.72E-06;8.53E-07;-1.42E-06;293.15;;;;
9.85;-1.45E-06;-7.13E-06;293.15;-1.51E-07;-1.76E-06;8.60E-07;-1.45E-06;293.15;;;;
9.9;-1.46E-06;-7.33E-06;293.15;-1.76E-07;-1.79E-06;8.68E-07;-1.48E-06;293.15;;;;
9.95;-1.46E-06;-7.52E-06;293.15;-2.00E-07;-1.82E-06;8.75E-07;-1.51E-06;293.15;;;;
10;-1.46E-06;-7.71E-06;293.15;-2.25E-07;-1.85E-06;8.82E-07;-1.55E-06;293.15;;;;
10.05;-1.47E-06;-7.91E-06;293.15;-2.50E-07;-1.89E-06;8.88E-07;-1.58E-06;293.15;;;;
10.1;-1.47E-06;-8.10E-06;293.15;-2.74E-07;-1.92E-06;8.95E-07;-1.62E-06;293.15;;;;
10.15;-1.48E-06;-8.29E-06;293.15;-2.99E-07;-1.95E-06;9.01E-07;-1.65E-06;293.15;;;;
10.2;-1.49E-06;-8.48E-06;293.15;-3.24E-07;-1.99E-06;9.07E-07;-1.69E-06;293.15;;;;
10.25;-1.49E-06;-8.67E-06;293.15;-3.49E-07;-2.02E-06;9.13E-07;-1.72E-06;293.15;;;;
10.3;-1.50E-06;-8.87E-06;293.15;-3.73E-07;-2.05E-06;9.18E-07;-1.76E-06;293.15;;;;
10.35;-1.51E-06;-9.06E-06;293.15;-3.98E-07;-2.09E-06;9.24E-07;-1.80E-06;293.15;;;;
10.4;-1.52E-06;-9.25E-06;293.15;-4.23E-07;-2.12E-06;9.29E-07;-1.83E-06;293.15;;;;
10.45;-1.52E-06;-9.44E-06;293.15;-4.47E-07;-2.16E-06;9.34E-07;-1.87E-06;293.15;;;;
10.5;-1.53E-06;-9.63E-06;293.15;-4.72E-07;-2.19E-06;9.39E-07;-1.91E-06;293.15;;;;
10.55;-1.54E-06;-9.82E-06;293.15;-4.96E-07;-2.23E-06;9.44E-07;-1.94E-06;293.15;;;;
10.6;-1.55E-06;-1.00E-05;293.15;-5.21E-07;-2.27E-06;9.49E-07;-1.98E-06;293.15;;;;
10.65;-1.56E-06;-1.02E-05;293.15;-5.45E-07;-2.30E-06;9.53E-07;-2.02E-06;293.15;;;;
10.7;-1.57E-06;-1.04E-05;293.15;-5.70E-07;-2.34E-06;9.58E-07;-2.06E-06;293.15;;;;
10.75;-1.58E-06;-1.06E-05;293.15;-5.94E-07;-2.37E-06;9.62E-07;-2.09E-06;293.15;;;;
10.8;-1.59E-06;-1.08E-05;293.15;-6.18E-07;-2.41E-06;9.66E-07;-2.13E-06;293.15;;;;
10.85;-1.60E-06;-1.09E-05;293.15;-6.42E-07;-2.45E-06;9.71E-07;-2.17E-06;293.15;;;;
10.9;-1.62E-06;-1.11E-05;293.15;-6.66E-07;-2.48E-06;9.75E-07;-2.21E-06;293.15;;;;
10.95;-1.63E-06;-1.13E-05;293.15;-6.90E-07;-2.52E-06;9.79E-07;-2.24E-06;293.15;;;;
11;-1.64E-06;-1.15E-05;293.15;-7.14E-07;-2.55E-06;9.82E-07;-2.28E-06;293.15;;;;
11.05;-1.65E-06;-1.17E-05;293.15;-7.38E-07;-2.59E-06;9.86E-07;-2.32E-06;293.15;;;;
