Time;Volt_n1_V_out;Volt_p1_V_out;Temp_PVDF_1;Volt_n2_V_out;Volt_n3_V_out;Volt_p2_V_out;Volt_p3_V_out;Volt_n1_ground;Volt_n2_ground;Volt_n3_ground;Volt_p1_ground;Volt_p2_ground;Volt_p3_ground;Temp_PVDF_2
0;5.23E-18;-1.69E-17;293.15;8.45E-18;5.19E-18;-1.15E-17;-1.73E-17;0;0;0;0;0;0;293.15
0.023;-2.39E-15;1.65E-15;293.15;-1.59E-15;9.63E-16;1.11E-15;1.77E-15;0;0;0;0;0;0;293.15
0.046;-2.46E-08;4.54E-08;293.15;-1.98E-08;8.14E-09;2.02E-08;8.72E-09;0;0;0;0;0;0;293.15
0.092;-6.88E-08;1.27E-07;293.15;-5.58E-08;2.34E-08;5.69E-08;2.49E-08;0;0;0;0;0;0;293.15
0.15;-1.10E-07;2.03E-07;293.15;-8.86E-08;3.68E-08;9.04E-08;3.93E-08;0;0;0;0;0;0;293.15
0.2;-1.35E-07;2.49E-07;293.16;-1.09E-07;4.53E-08;1.11E-07;4.84E-08;0;0;0;0;0;0;293.16
0.25;-1.65E-07;3.04E-07;293.16;-1.33E-07;5.53E-08;1.36E-07;5.91E-08;0;0;0;0;0;0;293.16
0.3;-1.99E-07;3.67E-07;293.16;-1.61E-07;6.67E-08;1.64E-07;7.12E-08;0;0;0;0;0;0;293.16
0.35;-2.33E-07;4.30E-07;293.16;-1.88E-07;7.82E-08;1.92E-07;8.35E-08;0;0;0;0;0;0;293.16
0.4;-2.67E-07;4.91E-07;293.16;-2.15E-07;8.94E-08;2.19E-07;9.54E-08;0;0;0;0;0;0;293.16
0.45;-2.99E-07;5.52E-07;293.16;-2.42E-07;1.00E-07;2.46E-07;1.07E-07;0;0;0;0;0;0;293.16
0.5;-3.32E-07;6.12E-07;293.16;-2.68E-07;1.11E-07;2.73E-07;1.19E-07;0;0;0;0;0;0;293.16
0.55;-3.65E-07;6.72E-07;293.16;-2.94E-07;1.22E-07;3.00E-07;1.31E-07;0;0;0;0;0;0;293.16
0.6;-3.97E-07;7.32E-07;293.17;-3.21E-07;1.33E-07;3.26E-07;1.42E-07;0;0;0;0;0;0;293.17
0.65;-4.30E-07;7.92E-07;293.17;-3.47E-07;1.44E-07;3.53E-07;1.54E-07;0;0;0;0;0;0;293.17
0.7;-4.62E-07;8.52E-07;293.17;-3.73E-07;1.55E-07;3.80E-07;1.65E-07;0;0;0;0;0;0;293.17
0.75;-4.94E-07;9.12E-07;293.17;-3.99E-07;1.66E-07;4.06E-07;1.77E-07;0;0;0;0;0;0;293.17
0.8;-5.27E-07;9.71E-07;293.17;-4.25E-07;1.77E-07;4.32E-07;1.88E-07;0;0;0;0;0;0;293.17
0.85;-5.59E-07;1.03E-06;293.17;-4.51E-07;1.88E-07;4.58E-07;2.00E-07;0;0;0;0;0;0;293.17
0.9;-5.91E-07;1.09E-06;293.17;-4.77E-07;1.98E-07;4.84E-07;2.11E-07;0;0;0;0;0;0;293.17
0.95;-6.22E-07;1.15E-06;293.17;-5.02E-07;2.09E-07;5.10E-07;2.23E-07;0;0;0;0;0;0;293.17
1;-6.54E-07;1.21E-06;293.18;-5.28E-07;2.20E-07;5.36E-07;2.34E-07;0;0;0;0;0;0;293.18
1.05;-6.86E-07;1.26E-06;293.18;-5.53E-07;2.30E-07;5.62E-07;2.45E-07;0;0;0;0;0;0;293.18
1.1;-7.17E-07;1.32E-06;293.18;-5.79E-07;2.41E-07;5.87E-07;2.56E-07;0;0;0;0;0;0;293.18
1.15;-7.48E-07;1.38E-06;293.18;-6.04E-07;2.51E-07;6.13E-07;2.67E-07;0;0;0;0;0;0;293.18
1.2;-7.79E-07;1.44E-06;293.18;-6.29E-07;2.62E-07;6.38E-07;2.79E-07;0;0;0;0;0;0;293.18
1.25;-8.10E-07;1.49E-06;293.18;-6.54E-07;2.72E-07;6.63E-07;2.89E-07;0;0;0;0;0;0;293.18
1.3;-8.41E-07;1.55E-06;293.18;-6.79E-07;2.83E-07;6.88E-07;3.01E-07;0;0;0;0;0;0;293.18
1.35;-8.72E-07;1.61E-06;293.18;-7.04E-07;2.93E-07;7.13E-07;3.11E-07;0;0;0;0;0;0;293.18
1.4;-9.02E-07;1.67E-06;293.19;-7.29E-07;3.03E-07;7.38E-07;3.22E-07;0;0;0;0;0;0;293.19
1.45;-9.32E-07;1.72E-06;293.19;-7.53E-07;3.13E-07;7.62E-07;3.33E-07;0;0;0;0;0;0;293.19
1.5;-9.63E-07;1.78E-06;293.19;-7.77E-07;3.24E-07;7.87E-07;3.44E-07;0;0;0;0;0;0;293.19
1.55;-9.93E-07;1.83E-06;293.19;-8.02E-07;3.34E-07;8.11E-07;3.54E-07;0;0;0;0;0;0;293.19
1.6;-1.02E-06;1.89E-06;293.19;-8.26E-07;3.44E-07;8.35E-07;3.65E-07;0;0;0;0;0;0;293.19
1.65;-1.05E-06;1.94E-06;293.19;-8.50E-07;3.54E-07;8.59E-07;3.75E-07;0;0;0;0;0;0;293.19
1.7;-1.08E-06;2.00E-06;293.19;-8.74E-07;3.64E-07;8.83E-07;3.86E-07;0;0;0;0;0;0;293.19
1.75;-1.11E-06;2.05E-06;293.19;-8.97E-07;3.74E-07;9.07E-07;3.96E-07;0;0;0;0;0;0;293.19
1.8;-1.14E-06;2.11E-06;293.2;-9.21E-07;3.83E-07;9.30E-07;4.07E-07;0;0;0;0;0;0;293.2
1.85;-1.17E-06;2.16E-06;293.2;-9.45E-07;3.93E-07;9.54E-07;4.17E-07;0;0;0;0;0;0;293.2
1.9;-1.20E-06;2.22E-06;293.2;-9.68E-07;4.03E-07;9.77E-07;4.27E-07;0;0;0;0;0;0;293.2
1.95;-1.23E-06;2.27E-06;293.2;-9.91E-07;4.13E-07;1.00E-06;4.37E-07;0;0;0;0;0;0;293.2
2;-1.26E-06;2.32E-06;293.2;-1.01E-06;4.22E-07;1.02E-06;4.47E-07;0;0;0;0;0;0;293.2
2.05;-1.28E-06;2.38E-06;293.2;-1.04E-06;4.32E-07;1.05E-06;4.57E-07;0;0;0;0;0;0;293.2
2.1;-1.31E-06;2.42E-06;293.2;-1.06E-06;4.41E-07;1.07E-06;4.67E-07;0;0;0;0;0;0;293.2
2.15;-1.33E-06;2.47E-06;293.2;-1.08E-06;4.49E-07;1.09E-06;4.75E-07;0;0;0;0;0;0;293.2
2.2;-1.36E-06;2.51E-06;293.2;-1.10E-06;4.57E-07;1.10E-06;4.83E-07;0;0;0;0;0;0;293.2
2.25;-1.38E-06;2.55E-06;293.2;-1.11E-06;4.64E-07;1.12E-06;4.90E-07;0;0;0;0;0;0;293.2
2.3;-1.40E-06;2.59E-06;293.21;-1.13E-06;4.70E-07;1.14E-06;4.97E-07;0;0;0;0;0;0;293.21
2.35;-1.42E-06;2.62E-06;293.21;-1.14E-06;4.77E-07;1.15E-06;5.04E-07;0;0;0;0;0;0;293.21
2.4;-1.43E-06;2.66E-06;293.21;-1.16E-06;4.82E-07;1.16E-06;5.10E-07;0;0;0;0;0;0;293.21
2.45;-1.45E-06;2.69E-06;293.21;-1.17E-06;4.88E-07;1.18E-06;5.15E-07;0;0;0;0;0;0;293.21
2.5;-1.47E-06;2.72E-06;293.21;-1.18E-06;4.93E-07;1.19E-06;5.21E-07;0;0;0;0;0;0;293.21
2.55;-1.48E-06;2.75E-06;293.21;-1.20E-06;4.98E-07;1.20E-06;5.26E-07;0;0;0;0;0;0;293.21
2.6;-1.49E-06;2.77E-06;293.21;-1.21E-06;5.03E-07;1.21E-06;5.30E-07;0;0;0;0;0;0;293.21
2.65;-1.51E-06;2.80E-06;293.21;-1.22E-06;5.08E-07;1.22E-06;5.35E-07;0;0;0;0;0;0;293.21
2.7;-1.52E-06;2.82E-06;293.21;-1.23E-06;5.12E-07;1.23E-06;5.39E-07;0;0;0;0;0;0;293.21
2.75;-1.53E-06;2.85E-06;293.21;-1.24E-06;5.16E-07;1.24E-06;5.43E-07;0;0;0;0;0;0;293.21
2.8;-1.55E-06;2.87E-06;293.21;-1.25E-06;5.20E-07;1.25E-06;5.47E-07;0;0;0;0;0;0;293.21
2.85;-1.56E-06;2.89E-06;293.21;-1.26E-06;5.24E-07;1.26E-06;5.52E-07;0;0;0;0;0;0;293.21
2.9;-1.57E-06;2.92E-06;293.21;-1.27E-06;5.28E-07;1.27E-06;5.55E-07;0;0;0;0;0;0;293.21
2.95;-1.58E-06;2.94E-06;293.21;-1.28E-06;5.32E-07;1.28E-06;5.59E-07;0;0;0;0;0;0;293.21
3;-1.59E-06;2.96E-06;293.21;-1.29E-06;5.36E-07;1.29E-06;5.64E-07;0;0;0;0;0;0;293.21
3.05;-1.61E-06;2.99E-06;293.21;-1.30E-06;5.41E-07;1.30E-06;5.68E-07;0;0;0;0;0;0;293.21
3.1;-1.62E-06;3.01E-06;293.21;-1.31E-06;5.45E-07;1.31E-06;5.72E-07;0;0;0;0;0;0;293.21
3.15;-1.63E-06;3.04E-06;293.21;-1.32E-06;5.49E-07;1.32E-06;5.76E-07;0;0;0;0;0;0;293.21
3.2;-1.64E-06;3.06E-06;293.21;-1.33E-06;5.54E-07;1.33E-06;5.81E-07;0;0;0;0;0;0;293.21
3.25;-1.66E-06;3.09E-06;293.22;-1.34E-06;5.59E-07;1.34E-06;5.86E-07;0;0;0;0;0;0;293.22
3.3;-1.67E-06;3.12E-06;293.22;-1.35E-06;5.64E-07;1.35E-06;5.91E-07;0;0;0;0;0;0;293.22
3.35;-1.69E-06;3.15E-06;293.22;-1.37E-06;5.69E-07;1.36E-06;5.96E-07;0;0;0;0;0;0;293.22
3.4;-1.71E-06;3.18E-06;293.22;-1.38E-06;5.75E-07;1.37E-06;6.02E-07;0;0;0;0;0;0;293.22
3.45;-1.72E-06;3.22E-06;293.22;-1.39E-06;5.81E-07;1.39E-06;6.08E-07;0;0;0;0;0;0;293.22
3.5;-1.74E-06;3.25E-06;293.22;-1.41E-06;5.87E-07;1.40E-06;6.14E-07;0;0;0;0;0;0;293.22
3.55;-1.76E-06;3.29E-06;293.22;-1.43E-06;5.94E-07;1.42E-06;6.21E-07;0;0;0;0;0;0;293.22
3.6;-1.79E-06;3.33E-06;293.22;-1.44E-06;6.01E-07;1.43E-06;6.29E-07;0;0;0;0;0;0;293.22
3.65;-1.81E-06;3.38E-06;293.22;-1.46E-06;6.09E-07;1.45E-06;6.36E-07;0;0;0;0;0;0;293.22
3.7;-1.83E-06;3.42E-06;293.22;-1.48E-06;6.17E-07;1.47E-06;6.45E-07;0;0;0;0;0;0;293.22
3.75;-1.86E-06;3.47E-06;293.22;-1.50E-06;6.26E-07;1.49E-06;6.54E-07;0;0;0;0;0;0;293.22
3.8;-1.89E-06;3.53E-06;293.22;-1.53E-06;6.35E-07;1.52E-06;6.64E-07;0;0;0;0;0;0;293.22
3.85;-1.92E-06;3.58E-06;293.23;-1.55E-06;6.46E-07;1.54E-06;6.74E-07;0;0;0;0;0;0;293.23
3.9;-1.95E-06;3.64E-06;293.23;-1.58E-06;6.56E-07;1.56E-06;6.85E-07;0;0;0;0;0;0;293.23
3.95;-1.99E-06;3.71E-06;293.23;-1.61E-06;6.68E-07;1.59E-06;6.97E-07;0;0;0;0;0;0;293.23
4;-2.02E-06;3.78E-06;293.23;-1.64E-06;6.80E-07;1.62E-06;7.10E-07;0;0;0;0;0;0;293.23
4.05;-2.06E-06;3.85E-06;293.23;-1.67E-06;6.93E-07;1.65E-06;7.23E-07;0;0;0;0;0;0;293.23
4.1;-2.10E-06;3.93E-06;293.23;-1.70E-06;7.07E-07;1.69E-06;7.39E-07;0;0;0;0;0;0;293.23
4.15;-2.15E-06;4.02E-06;293.23;-1.74E-06;7.23E-07;1.72E-06;7.54E-07;0;0;0;0;0;0;293.23
4.2;-2.20E-06;4.10E-06;293.24;-1.78E-06;7.38E-07;1.76E-06;7.70E-07;0;0;0;0;0;0;293.24
4.25;-2.24E-06;4.19E-06;293.24;-1.81E-06;7.53E-07;1.80E-06;7.87E-07;0;0;0;0;0;0;293.24
4.3;-2.30E-06;4.29E-06;293.24;-1.86E-06;7.71E-07;1.84E-06;8.05E-07;0;0;0;0;0;0;293.24
4.35;-2.35E-06;4.39E-06;293.24;-1.90E-06;7.89E-07;1.88E-06;8.24E-07;0;0;0;0;0;0;293.24
4.4;-2.41E-06;4.50E-06;293.24;-1.95E-06;8.09E-07;1.93E-06;8.44E-07;0;0;0;0;0;0;293.24
4.45;-2.47E-06;4.61E-06;293.25;-2.00E-06;8.29E-07;1.98E-06;8.66E-07;0;0;0;0;0;0;293.25
4.5;-2.54E-06;4.73E-06;293.25;-2.05E-06;8.51E-07;2.03E-06;8.88E-07;0;0;0;0;0;0;293.25
4.55;-2.61E-06;4.87E-06;293.47;-2.11E-06;8.74E-07;2.09E-06;9.13E-07;0;0;0;0;0;0;293.47
4.5508;-9.56E-06;1.77E-05;293.54;-7.72E-06;3.20E-06;7.82E-06;3.40E-06;0;0;0;0;0;0;293.54
4.551;-9.61E-06;1.78E-05;293.54;-7.76E-06;3.22E-06;7.86E-06;3.42E-06;0;0;0;0;0;0;293.54
4.5511;-9.65E-06;1.79E-05;293.54;-7.80E-06;3.23E-06;7.89E-06;3.43E-06;0;0;0;0;0;0;293.54
4.5515;-9.74E-06;1.81E-05;293.54;-7.87E-06;3.26E-06;7.97E-06;3.46E-06;0;0;0;0;0;0;293.54
4.5521;-9.92E-06;1.84E-05;293.55;-8.01E-06;3.32E-06;8.11E-06;3.53E-06;0;0;0;0;0;0;293.55
4.5535;-1.03E-05;1.90E-05;293.57;-8.30E-06;3.44E-06;8.41E-06;3.66E-06;0;0;0;0;0;0;293.57
4.5561;-1.10E-05;2.04E-05;293.6;-8.89E-06;3.68E-06;9.01E-06;3.92E-06;0;0;0;0;0;0;293.6
4.5615;-1.26E-05;2.34E-05;293.66;-1.02E-05;4.22E-06;1.03E-05;4.49E-06;0;0;0;0;0;0;293.66
4.5668;-1.42E-05;2.63E-05;293.73;-1.15E-05;4.76E-06;1.17E-05;5.06E-06;0;0;0;0;0;0;293.73
4.5775;-1.81E-05;3.34E-05;293.88;-1.46E-05;6.04E-06;1.48E-05;6.44E-06;0;0;0;0;0;0;293.88
4.5871;-2.18E-05;4.03E-05;294.03;-1.76E-05;7.29E-06;1.79E-05;7.77E-06;0;0;0;0;0;0;294.03
4.6064;-2.92E-05;5.40E-05;294.36;-2.36E-05;9.77E-06;2.40E-05;1.04E-05;0;0;0;0;0;0;294.36
4.6227;-3.79E-05;7.01E-05;294.69;-3.06E-05;1.27E-05;3.12E-05;1.35E-05;0;0;0;0;0;0;294.69
4.6366;-4.51E-05;8.33E-05;294.98;-3.64E-05;1.51E-05;3.70E-05;1.61E-05;0;0;0;0;0;0;294.98
4.6645;-5.94E-05;1.10E-04;295.59;-4.80E-05;1.99E-05;4.88E-05;2.12E-05;0;0;0;0;0;0;295.59
4.6994;-8.04E-05;1.48E-04;296.4;-6.49E-05;2.69E-05;6.60E-05;2.87E-05;0;0;0;0;0;0;296.4
4.7308;-9.83E-05;1.81E-04;297.13;-7.94E-05;3.28E-05;8.07E-05;3.51E-05;0;0;0;0;0;0;297.13
4.7937;-1.34E-04;2.47E-04;298.44;-1.08E-04;4.47E-05;1.10E-04;4.78E-05;0;0;0;0;0;0;298.44
4.8253;-1.42E-04;2.61E-04;298.88;-1.15E-04;4.73E-05;1.16E-04;5.05E-05;0;0;0;0;0;0;298.88
4.8538;-1.49E-04;2.74E-04;299.16;-1.20E-04;4.97E-05;1.22E-04;5.30E-05;0;0;0;0;0;0;299.16
4.9107;-1.63E-04;3.01E-04;299.34;-1.32E-04;5.45E-05;1.34E-04;5.81E-05;0;0;0;0;0;0;299.34
4.9403;-1.46E-04;2.69E-04;299.04;-1.18E-04;4.88E-05;1.20E-04;5.21E-05;0;0;0;0;0;0;299.04
4.9622;-1.41E-04;2.60E-04;298.83;-1.14E-04;4.71E-05;1.16E-04;5.02E-05;0;0;0;0;0;0;298.83
4.9841;-1.36E-04;2.50E-04;298.58;-1.10E-04;4.53E-05;1.11E-04;4.84E-05;0;0;0;0;0;0;298.58
5.0279;-1.21E-04;2.23E-04;298.02;-9.81E-05;4.05E-05;9.93E-05;4.32E-05;0;0;0;0;0;0;298.02
5.0717;-1.10E-04;2.01E-04;297.54;-8.85E-05;3.66E-05;8.95E-05;3.90E-05;0;0;0;0;0;0;297.54
5.1155;-9.78E-05;1.80E-04;297.17;-7.90E-05;3.27E-05;7.98E-05;3.48E-05;0;0;0;0;0;0;297.17
5.1579;-9.37E-05;1.72E-04;296.89;-7.57E-05;3.14E-05;7.65E-05;3.34E-05;0;0;0;0;0;0;296.89
5.193;-8.80E-05;1.62E-04;296.66;-7.11E-05;2.95E-05;7.17E-05;3.13E-05;0;0;0;0;0;0;296.66
5.2281;-8.22E-05;1.51E-04;296.43;-6.64E-05;2.75E-05;6.70E-05;2.93E-05;0;0;0;0;0;0;296.43
5.2983;-7.29E-05;1.34E-04;296.04;-5.89E-05;2.44E-05;5.92E-05;2.59E-05;0;0;0;0;0;0;296.04
5.35;-6.64E-05;1.22E-04;295.78;-5.37E-05;2.23E-05;5.39E-05;2.36E-05;0;0;0;0;0;0;295.78
5.4;-6.02E-05;1.11E-04;295.54;-4.86E-05;2.02E-05;4.87E-05;2.14E-05;0;0;0;0;0;0;295.54
5.45;-5.55E-05;1.02E-04;295.34;-4.49E-05;1.87E-05;4.49E-05;1.97E-05;0;0;0;0;0;0;295.34
5.5;-5.08E-05;9.39E-05;295.14;-4.11E-05;1.71E-05;4.10E-05;1.80E-05;0;0;0;0;0;0;295.14
5.55;-4.61E-05;8.53E-05;294.97;-3.73E-05;1.55E-05;3.71E-05;1.63E-05;0;0;0;0;0;0;294.97
5.6;-4.25E-05;7.88E-05;294.81;-3.44E-05;1.43E-05;3.41E-05;1.50E-05;0;0;0;0;0;0;294.81
5.65;-3.89E-05;7.23E-05;294.66;-3.15E-05;1.31E-05;3.11E-05;1.37E-05;0;0;0;0;0;0;294.66
5.7;-3.53E-05;6.57E-05;294.53;-2.86E-05;1.19E-05;2.81E-05;1.24E-05;0;0;0;0;0;0;294.53
5.75;-3.27E-05;6.09E-05;294.41;-2.64E-05;1.10E-05;2.59E-05;1.14E-05;0;0;0;0;0;0;294.41
5.8;-2.99E-05;5.59E-05;294.3;-2.42E-05;1.01E-05;2.36E-05;1.04E-05;0;0;0;0;0;0;294.3
5.85;-2.71E-05;5.09E-05;294.2;-2.20E-05;9.17E-06;2.13E-05;9.42E-06;0;0;0;0;0;0;294.2
5.9;-2.51E-05;4.73E-05;294.11;-2.04E-05;8.49E-06;1.96E-05;8.69E-06;0;0;0;0;0;0;294.11
5.95;-2.30E-05;4.35E-05;294.02;-1.87E-05;7.79E-06;1.79E-05;7.92E-06;0;0;0;0;0;0;294.02
6;-2.09E-05;3.97E-05;293.94;-1.70E-05;7.09E-06;1.62E-05;7.16E-06;0;0;0;0;0;0;293.94
6.05;-1.94E-05;3.69E-05;293.88;-1.57E-05;6.56E-06;1.49E-05;6.59E-06;0;0;0;0;0;0;293.88
6.1;-1.78E-05;3.40E-05;293.81;-1.45E-05;6.03E-06;1.35E-05;6.02E-06;0;0;0;0;0;0;293.81
6.15;-1.62E-05;3.12E-05;293.75;-1.32E-05;5.50E-06;1.22E-05;5.44E-06;0;0;0;0;0;0;293.75
6.2;-1.50E-05;2.90E-05;293.7;-1.22E-05;5.09E-06;1.12E-05;5.00E-06;0;0;0;0;0;0;293.7
6.25;-1.38E-05;2.69E-05;293.65;-1.12E-05;4.69E-06;1.02E-05;4.55E-06;0;0;0;0;0;0;293.65
6.3;-1.26E-05;2.47E-05;293.61;-1.03E-05;4.28E-06;9.20E-06;4.11E-06;0;0;0;0;0;0;293.61
6.35;-1.17E-05;2.31E-05;293.57;-9.53E-06;3.97E-06;8.44E-06;3.78E-06;0;0;0;0;0;0;293.57
6.4;-1.08E-05;2.14E-05;293.53;-8.79E-06;3.66E-06;7.67E-06;3.44E-06;0;0;0;0;0;0;293.53
6.45;-9.85E-06;1.97E-05;293.5;-8.04E-06;3.35E-06;6.89E-06;3.10E-06;0;0;0;0;0;0;293.5
6.5;-9.17E-06;1.85E-05;293.47;-7.49E-06;3.11E-06;6.33E-06;2.85E-06;0;0;0;0;0;0;293.47
6.55;-8.47E-06;1.72E-05;293.44;-6.93E-06;2.88E-06;5.74E-06;2.59E-06;0;0;0;0;0;0;293.44
6.6;-7.76E-06;1.60E-05;293.41;-6.36E-06;2.64E-06;5.15E-06;2.33E-06;0;0;0;0;0;0;293.41
6.65;-7.24E-06;1.50E-05;293.39;-5.94E-06;2.46E-06;4.71E-06;2.13E-06;0;0;0;0;0;0;293.39
6.7;-6.70E-06;1.41E-05;293.37;-5.51E-06;2.27E-06;4.26E-06;1.93E-06;0;0;0;0;0;0;293.37
6.75;-6.17E-06;1.31E-05;293.35;-5.07E-06;2.09E-06;3.81E-06;1.73E-06;0;0;0;0;0;0;293.35
6.8;-5.76E-06;1.24E-05;293.33;-4.75E-06;1.95E-06;3.47E-06;1.58E-06;0;0;0;0;0;0;293.33
6.85;-5.35E-06;1.17E-05;293.32;-4.42E-06;1.81E-06;3.13E-06;1.43E-06;0;0;0;0;0;0;293.32
6.9;-4.95E-06;1.09E-05;293.3;-4.09E-06;1.67E-06;2.79E-06;1.28E-06;0;0;0;0;0;0;293.3
6.95;-4.64E-06;1.04E-05;293.29;-3.84E-06;1.56E-06;2.53E-06;1.16E-06;0;0;0;0;0;0;293.29
7;-4.32E-06;9.80E-06;293.28;-3.59E-06;1.45E-06;2.27E-06;1.04E-06;0;0;0;0;0;0;293.28
7.05;-4.01E-06;9.23E-06;293.26;-3.34E-06;1.34E-06;2.01E-06;9.26E-07;0;0;0;0;0;0;293.26
7.1;-3.78E-06;8.81E-06;293.25;-3.15E-06;1.26E-06;1.81E-06;8.36E-07;0;0;0;0;0;0;293.25
7.15;-3.54E-06;8.37E-06;293.25;-2.96E-06;1.17E-06;1.61E-06;7.44E-07;0;0;0;0;0;0;293.25
7.2;-3.30E-06;7.93E-06;293.24;-2.77E-06;1.09E-06;1.41E-06;6.52E-07;0;0;0;0;0;0;293.24
7.25;-3.12E-06;7.60E-06;293.23;-2.62E-06;1.02E-06;1.25E-06;5.82E-07;0;0;0;0;0;0;293.23
7.3;-2.94E-06;7.27E-06;293.22;-2.48E-06;9.54E-07;1.10E-06;5.10E-07;0;0;0;0;0;0;293.22
7.35;-2.75E-06;6.93E-06;293.22;-2.33E-06;8.86E-07;9.42E-07;4.38E-07;0;0;0;0;0;0;293.22
7.4;-2.61E-06;6.67E-06;293.21;-2.22E-06;8.32E-07;8.22E-07;3.81E-07;0;0;0;0;0;0;293.21
7.45;-2.48E-06;6.41E-06;293.2;-2.11E-06;7.78E-07;7.01E-07;3.24E-07;0;0;0;0;0;0;293.2
7.5;-2.34E-06;6.15E-06;293.2;-2.00E-06;7.24E-07;5.81E-07;2.67E-07;0;0;0;0;0;0;293.2
7.55;-2.23E-06;5.94E-06;293.2;-1.92E-06;6.79E-07;4.85E-07;2.20E-07;0;0;0;0;0;0;293.2
7.6;-2.13E-06;5.74E-06;293.19;-1.84E-06;6.34E-07;3.90E-07;1.73E-07;0;0;0;0;0;0;293.19
7.65;-2.02E-06;5.53E-06;293.19;-1.76E-06;5.89E-07;2.94E-07;1.26E-07;0;0;0;0;0;0;293.19
7.7;-1.94E-06;5.37E-06;293.18;-1.70E-06;5.51E-07;2.19E-07;8.72E-08;0;0;0;0;0;0;293.18
7.75;-1.86E-06;5.21E-06;293.18;-1.64E-06;5.12E-07;1.42E-07;4.77E-08;0;0;0;0;0;0;293.18
7.8;-1.78E-06;5.04E-06;293.18;-1.57E-06;4.74E-07;6.57E-08;8.09E-09;0;0;0;0;0;0;293.18
7.85;-1.72E-06;4.91E-06;293.18;-1.53E-06;4.41E-07;5.00E-09;-2.53E-08;0;0;0;0;0;0;293.18
7.9;-1.67E-06;4.78E-06;293.17;-1.49E-06;4.07E-07;-5.76E-08;-5.96E-08;0;0;0;0;0;0;293.17
7.95;-1.61E-06;4.65E-06;293.17;-1.44E-06;3.73E-07;-1.20E-07;-9.40E-08;0;0;0;0;0;0;293.17
8;-1.56E-06;4.55E-06;293.17;-1.42E-06;3.42E-07;-1.71E-07;-1.24E-07;0;0;0;0;0;0;293.17
8.05;-1.52E-06;4.44E-06;293.17;-1.39E-06;3.11E-07;-2.23E-07;-1.55E-07;0;0;0;0;0;0;293.17
8.1;-1.48E-06;4.34E-06;293.17;-1.36E-06;2.80E-07;-2.75E-07;-1.86E-07;0;0;0;0;0;0;293.17
8.15;-1.45E-06;4.25E-06;293.16;-1.34E-06;2.51E-07;-3.20E-07;-2.14E-07;0;0;0;0;0;0;293.16
8.2;-1.42E-06;4.16E-06;293.16;-1.32E-06;2.22E-07;-3.64E-07;-2.43E-07;0;0;0;0;0;0;293.16
8.25;-1.39E-06;4.08E-06;293.16;-1.30E-06;1.93E-07;-4.09E-07;-2.72E-07;0;0;0;0;0;0;293.16
8.3;-1.37E-06;4.01E-06;293.16;-1.29E-06;1.65E-07;-4.48E-07;-2.99E-07;0;0;0;0;0;0;293.16
8.35;-1.34E-06;3.93E-06;293.16;-1.28E-06;1.36E-07;-4.89E-07;-3.27E-07;0;0;0;0;0;0;293.16
8.4;-1.33E-06;3.86E-06;293.16;-1.27E-06;1.08E-07;-5.28E-07;-3.54E-07;0;0;0;0;0;0;293.16
8.45;-1.32E-06;3.80E-06;293.16;-1.27E-06;7.97E-08;-5.63E-07;-3.81E-07;0;0;0;0;0;0;293.16
8.5;-1.30E-06;3.74E-06;293.16;-1.27E-06;5.16E-08;-6.00E-07;-4.08E-07;0;0;0;0;0;0;293.16
8.55;-1.30E-06;3.68E-06;293.16;-1.27E-06;2.29E-08;-6.34E-07;-4.36E-07;0;0;0;0;0;0;293.16
8.6;-1.29E-06;3.63E-06;293.16;-1.28E-06;-5.62E-09;-6.69E-07;-4.63E-07;0;0;0;0;0;0;293.16
8.65;-1.29E-06;3.58E-06;293.16;-1.28E-06;-3.43E-08;-7.03E-07;-4.91E-07;0;0;0;0;0;0;293.16
8.7;-1.28E-06;3.53E-06;293.16;-1.29E-06;-6.31E-08;-7.36E-07;-5.18E-07;0;0;0;0;0;0;293.16
8.75;-1.28E-06;3.48E-06;293.15;-1.30E-06;-9.22E-08;-7.69E-07;-5.46E-07;0;0;0;0;0;0;293.15
8.8;-1.28E-06;3.43E-06;293.15;-1.31E-06;-1.21E-07;-8.01E-07;-5.74E-07;0;0;0;0;0;0;293.15
8.85;-1.29E-06;3.39E-06;293.15;-1.32E-06;-1.51E-07;-8.33E-07;-6.02E-07;0;0;0;0;0;0;293.15
8.9;-1.29E-06;3.35E-06;293.15;-1.34E-06;-1.81E-07;-8.64E-07;-6.30E-07;0;0;0;0;0;0;293.15
8.95;-1.30E-06;3.31E-06;293.15;-1.35E-06;-2.11E-07;-8.96E-07;-6.59E-07;0;0;0;0;0;0;293.15
9;-1.31E-06;3.28E-06;293.15;-1.37E-06;-2.41E-07;-9.27E-07;-6.88E-07;0;0;0;0;0;0;293.15
9.05;-1.31E-06;3.24E-06;293.15;-1.39E-06;-2.72E-07;-9.58E-07;-7.17E-07;0;0;0;0;0;0;293.15
9.1;-1.33E-06;3.21E-06;293.15;-1.41E-06;-3.03E-07;-9.89E-07;-7.47E-07;0;0;0;0;0;0;293.15
9.15;-1.34E-06;3.18E-06;293.15;-1.43E-06;-3.35E-07;-1.02E-06;-7.77E-07;0;0;0;0;0;0;293.15
9.2;-1.35E-06;3.14E-06;293.15;-1.46E-06;-3.67E-07;-1.05E-06;-8.07E-07;0;0;0;0;0;0;293.15
